CruiseKey	StationKey	HaulKey	SpeciesCategoryKey	SampleKey	IndividualKey	Individual	IndividualRoundWeight	IndividualTotalLength	LengthResolution	WeightMeasurement	IndividualAge	IndividualSex	readability
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	56	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-56	14	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	57	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-57	19	20	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	58	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-58	11	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	59	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-59	16	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	60	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-60	14	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	61	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-61	7	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	62	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-62	9	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	63	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-63	7	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	64	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-64	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	65	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-65	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	66	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-66	12	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	67	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-67	16	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	68	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-68	11	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	69	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-69	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	70	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-70	16	19	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	71	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-71	15	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	72	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-72	13	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	73	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-73	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	37	37252	havsil/171677/126751/NA	1	74	2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-74	2	9.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	1	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-1	10	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	2	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-2	8	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	3	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-3	7	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	4	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-4	11	16	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	5	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-5	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	6	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-6	7	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	7	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-7	21	20.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	8	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-8	29	22.5	0.5	IndividualWeight	6		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	9	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-9	15	18.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	10	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-10	6	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	11	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-11	7	14.5	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	12	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-12	5	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	13	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-13	5	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	16	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-16	6	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	17	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-17	5	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	18	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-18	6	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	20	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-20	5	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	21	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-21	7	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	23	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-23	3	11.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	24	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-24	14	17.5	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	25	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-25	7	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	26	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-26	13	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	27	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-27	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	28	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-28	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	29	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-29	7	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	30	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-30	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	31	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-31	4	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	32	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-32	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	33	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-33	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	34	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-34	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	35	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-35	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	36	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-36	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	37	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-37	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	38	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-38	3	10.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	39	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-39	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	40	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-40	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	41	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-41	2	10	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	42	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-42	3	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	43	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-43	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	44	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-44	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	45	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-45	11	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	46	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-46	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	47	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-47	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	48	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-48	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	49	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-49	13	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	50	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-50	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	51	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-51	12	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	52	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-52	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	53	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-53	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	54	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-54	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	55	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-55	3	10.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	56	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-56	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	57	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-57	8	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	58	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-58	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	59	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-59	7	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	60	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-60	15	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	61	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-61	12	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	62	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-62	17	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	63	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-63	7	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	64	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-64	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	65	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-65	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	66	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-66	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	67	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-67	5	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	68	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-68	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	69	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-69	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	70	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-70	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	71	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-71	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	72	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-72	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	73	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-73	3	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	74	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-74	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	75	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-75	7	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	76	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-76	4	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	77	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-77	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	78	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-78	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	79	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-79	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	80	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-80	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	81	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-81	6	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	82	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-82	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	83	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-83	17	19.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	84	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-84	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	85	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-85	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	86	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-86	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	87	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-87	4	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	88	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-88	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	89	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-89	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	90	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-90	4	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	91	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-91	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	92	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-92	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	93	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-93	4	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	94	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-94	6	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	95	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-95	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	96	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-96	4	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	97	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-97	5	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	98	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-98	6	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	99	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-99	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	38	37253	havsil/171677/126751/NA	2	100	2020821/5/2020/3317/21-38-37253-havsil/171677/126751/NA-2-100	8	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	1	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-1	8	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	2	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-2	9	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	3	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-3	7	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	4	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-4	17	18.5	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	5	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-5	9	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	6	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-6	13	17	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	7	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-7	8	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	8	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-8	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	9	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-9	6	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	10	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-10	14	18	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	11	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-11	10	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	12	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-12	11	16	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	13	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-13	13	17	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	14	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-14	4	11.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	15	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-15	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	16	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-16	8	15	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	17	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-17	11	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	18	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-18	8	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	20	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-20	9	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	21	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-21	7	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	22	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-22	9	15	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	23	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-23	11	16	0.5	IndividualWeight	2		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	24	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-24	7	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	25	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-25	13	18	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	26	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-26	6	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	27	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-27	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	28	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-28	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	29	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-29	5	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	30	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-30	12	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	31	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-31	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	32	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-32	16	18.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	33	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-33	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	34	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-34	10	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	35	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-35	12	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	36	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-36	12	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	37	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-37	9	15	0.5	IndividualWeight			
2020821/5/2020/3317/21	39	37254	havsil/171677/126751/NA	1	38	2020821/5/2020/3317/21-39-37254-havsil/171677/126751/NA-1-38	9	14	0.5	IndividualWeight			
