"Survey"	"Stratum"	"Layer"	"SpeciesCategory"	"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"IndividualTotalLength"	"LengthResolution"	"IndividualRoundWeight"	"Beam"	"Frequency"	"Abundance"	"Biomass"	"MinLayerDepth"	"MaxLayerDepth"	"Cruise"	"Platform"	"Station"	"CatchPlatform"	"DateTime"	"Latitude"	"Longitude"	"BottomDepth"	"Haul"	"Gear"	"TowDistance"	"EffectiveTowDistance"	"MinHaulDepth"	"MaxHaulDepth"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"	"Sample"	"CatchFractionWeight"	"CatchFractionCount"	"SampleWeight"	"SampleCount"	"catchpartnumber"	"Individual"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"	"readability"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"98"	15	1	9	"38000/2"	38000	17365962.6359618	156293663.723656	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-98"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"99"	14	1	8	"38000/2"	38000	17365962.6359614	138927701.087691	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-99"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"1"	18	1	17	"38000/2"	38000	17365962.6359616	295221364.811347	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-1"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"10"	18	1	15	"38000/2"	38000	17365962.6359616	260489439.539423	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-10"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"11"	16	1	11	"38000/2"	38000	17365962.6359615	191025588.995577	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-11"	"IndividualWeight"	1	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"12"	12	1	5	"38000/2"	38000	17365962.6359615	86829813.1798074	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-12"	"IndividualWeight"	1	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"13"	17	1	11	"38000/2"	38000	17365962.6359614	191025588.995575	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-13"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"14"	16	1	8	"38000/2"	38000	17365962.6359615	138927701.087692	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-14"	"IndividualWeight"	3	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"15"	19	1	18	"38000/2"	38000	17365962.635962	312587327.447317	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-15"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"16"	19	1	17	"38000/2"	38000	17365962.635962	295221364.811355	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-16"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"17"	16	1	11	"38000/2"	38000	17365962.6359615	191025588.995577	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-17"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"18"	18	1	15	"38000/2"	38000	17365962.6359616	260489439.539423	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-18"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"19"	13	1	5	"38000/2"	38000	17365962.6359616	86829813.1798082	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-19"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"2"	20	1	22	"38000/2"	38000	17365962.6359616	382051177.991155	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-2"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"20"	21	1	23	"38000/2"	38000	17365962.6359603	399417140.627086	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-20"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"21"	19	1	18	"38000/2"	38000	17365962.635962	312587327.447317	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-21"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"22"	19	1	19	"38000/2"	38000	17365962.635962	329953290.083279	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-22"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"23"	13	1	6	"38000/2"	38000	17365962.6359616	104195775.81577	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-23"	"IndividualWeight"	1	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"24"	19	1	16	"38000/2"	38000	17365962.635962	277855402.175393	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-24"	"IndividualWeight"	3	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"26"	21	1	24	"38000/2"	38000	17365962.6359603	416783103.263047	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-26"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"27"	17	1	14	"38000/2"	38000	17365962.6359614	243123476.90346	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-27"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"28"	14	1	7	"38000/2"	38000	17365962.6359614	121561738.45173	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-28"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"29"	19	1	19	"38000/2"	38000	17365962.635962	329953290.083279	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-29"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"3"	21	1	21	"38000/2"	38000	17365962.6359603	364685215.355166	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-3"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"30"	22	1	25	"38000/2"	38000	17365962.6359619	434149065.899047	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-30"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"31"	19	1	17	"38000/2"	38000	17365962.635962	295221364.811355	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-31"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"32"	21	1	23	"38000/2"	38000	17365962.6359603	399417140.627086	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-32"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"33"	19	1	17	"38000/2"	38000	17365962.635962	295221364.811355	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-33"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"34"	19	1	19	"38000/2"	38000	17365962.635962	329953290.083279	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-34"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"35"	18	1	13	"38000/2"	38000	17365962.6359616	225757514.2675	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-35"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"36"	19	1	17	"38000/2"	38000	17365962.635962	295221364.811355	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-36"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"37"	18	1	14	"38000/2"	38000	17365962.6359616	243123476.903462	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-37"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"38"	12	1	5	"38000/2"	38000	17365962.6359615	86829813.1798074	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-38"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"39"	12	1	5	"38000/2"	38000	17365962.6359615	86829813.1798074	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-39"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"40"	18	1	13	"38000/2"	38000	17365962.6359616	225757514.2675	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-40"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"41"	12	1	4	"38000/2"	38000	17365962.6359615	69463850.5438459	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-41"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"37"	"37252"	"havsil/171677/126751/NA"	"1"	"42"	11	1	3	"38000/2"	38000	17365962.6359612	52097887.9078837	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-37"	"3317"	2020-04-24T11:27:20Z	57.746166666667	4.207333333333	70.14	"2020821/5/2020/3317/21-37-37252"	"4401"	0.302	0.302	68.95	71.59	0.4	NA	0	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1"	0.935	74	0.935	74	1	"2020821/5/2020/3317/21-37-37252-havsil/171677/126751/NA-1-42"	"IndividualWeight"	NA	NA	NA
