Stratum	PSU	Layer	SpeciesCategory	IndividualTotalLength	LengthResolution	WeightedCount	LengthDistributionType
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T11	WaterColumn					Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T12	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T12	WaterColumn					Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T13	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T13	WaterColumn					Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T14	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T14	WaterColumn					Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T15	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T15	WaterColumn					Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T16	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T16	WaterColumn					Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T17	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T17	WaterColumn					Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T93	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T93	WaterColumn					Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T94	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T94	WaterColumn					Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T95	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T95	WaterColumn					Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T96	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T96	WaterColumn					Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T97	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T97	WaterColumn					Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T98	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T98	WaterColumn					Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T99	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T99	WaterColumn					Percent
