"Survey"	"Stratum"	"Layer"	"SpeciesCategory"	"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"IndividualTotalLength"	"LengthResolution"	"IndividualRoundWeight"	"Abundance"	"Biomass"	"MinLayerDepth"	"MaxLayerDepth"	"Cruise"	"Platform"	"Station"	"CatchPlatform"	"DateTime"	"Latitude"	"Longitude"	"BottomDepth"	"Haul"	"Gear"	"TowDistance"	"EffectiveTowDistance"	"MinHaulDepth"	"MaxHaulDepth"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"	"Sample"	"CatchFractionWeight"	"CatchFractionCount"	"SampleWeight"	"SampleCount"	"Individual"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"	"StockCode"	"IndividualMaturity"	"MaturityScale"	"ReplaceLevel"	"ReplaceIndividual"
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"121"	10	1	9.3	4321681.59376314	40191638.8219972	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-121"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"122"	12	1	13.8	3625742.15384569	50035241.7230705	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-122"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"123"	12	1	12.1	3625742.15384569	43871480.0615329	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-123"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"124"	11	1	11.1	4237032.72972499	47031063.2999474	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-124"	"IndividualWeight"	3	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"125"	12	1	13.1	3625742.15384569	47497222.2153785	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-125"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"126"	12	1	12.9	3625742.15384569	46772073.7846094	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-126"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"127"	12	1	13.7	3625742.15384569	49672667.507686	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-127"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"128"	12	1	12.9	3625742.15384569	46772073.7846094	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-128"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"129"	12	1	11.9	3625742.15384569	43146331.6307637	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-129"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"130"	11	1	11.9	4237032.72972499	50420689.4837273	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-130"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"131"	12	1	11.2	3625742.15384569	40608312.1230717	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-131"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"132"	12	1	12.5	3625742.15384569	45321776.9230711	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-132"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"133"	12	1	13.5	3625742.15384569	48947519.0769168	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-133"	"IndividualWeight"	5	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"134"	12	1	11.6	3625742.15384569	42058608.98461	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-134"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"135"	12	1	13.8	3625742.15384569	50035241.7230705	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-135"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"136"	12	1	11.8	3625742.15384569	42783757.4153792	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-136"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"137"	12	1	11.6	3625742.15384569	42058608.98461	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-137"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"138"	13	1	13.3	2833662.62635202	37687712.9304818	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-138"	"IndividualWeight"	5	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"139"	12	1	12.5	3625742.15384569	45321776.9230711	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-139"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"140"	12	1	13.7	3625742.15384569	49672667.507686	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-140"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"141"	13	1	13.3	2833662.62635202	37687712.9304818	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-141"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"142"	13	1	13	2833662.62635202	36837614.1425762	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-142"	"IndividualWeight"	5	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"143"	13	1	15.7	2833662.62635202	44488503.2337267	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-143"	"IndividualWeight"	5	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"144"	11	1	9.6	4237032.72972499	40675514.2053599	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-144"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"145"	11	1	10.7	4237032.72972499	45336250.2080574	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-145"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"146"	11	1	9.9	4237032.72972499	41946624.0242774	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-146"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"147"	11	1	10.4	4237032.72972499	44065140.3891399	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-147"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"148"	11	1	9.5	4237032.72972499	40251810.9323874	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-148"	"IndividualWeight"	3	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"149"	11	1	8.7	4237032.72972499	36862184.7486074	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-149"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"150"	11	1	9.7	4237032.72972499	41099217.4783324	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-150"	"IndividualWeight"	3	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"151"	11	1	9.9	4237032.72972499	41946624.0242774	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-151"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"152"	11	1	10.3	4237032.72972499	43641437.1161674	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-152"	"IndividualWeight"	3	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"153"	11	1	10.5	4237032.72972499	44488843.6621124	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-153"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"154"	11	1	10.7	4237032.72972499	45336250.2080574	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-154"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"155"	11	1	10.3	4237032.72972499	43641437.1161674	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-155"	"IndividualWeight"	3	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"156"	11	1	11.8	4237032.72972499	49996986.2107548	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-156"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"157"	11	1	10.1	4237032.72972499	42794030.5702224	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-157"	"IndividualWeight"	3	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"158"	11	1	10.6	4237032.72972499	44912546.9350849	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-158"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"159"	11	1	10.7	4237032.72972499	45336250.2080574	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-159"	"IndividualWeight"	4	"M"	NA	"Mature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"160"	11	1	10.9	4237032.72972499	46183656.7540024	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-160"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"161"	11	1	10.6	4237032.72972499	44912546.9350849	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-161"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"162"	11	1	8.5	4237032.72972499	36014778.2026624	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-162"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"163"	11	1	10	4237032.72972499	42370327.2972499	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-163"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"164"	12	1	10.9	3625742.15384569	39520589.476918	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-164"	"IndividualWeight"	5	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"165"	12	1	12.3	3625742.15384569	44596628.492302	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-165"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"166"	12	1	11.5	3625742.15384569	41696034.7692254	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-166"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"167"	12	1	12.7	3625742.15384569	46046925.3538403	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-167"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126425"	"BIAS2019"	"3"	"3"	"126425"	"1"	"168"	10	1	8.52	4321681.59376314	36820727.178862	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126425-1"	91.74	9286.453	2.529	256	"BIAS2019-3-3-126425-1-168"	"AverageWeight"	2	"F"	NA	"Immature"	"M6"	"Haul"	"BIAS2019-3-3-126425-1-110"
